id,nombre,apellido,email,sexo,dimensions,requirements,longitude,latitude
555,Matty,Loughton,mloughtonfe@senate.gov,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":4}]",-72.189858240433,-38.0564924975665
556,Kitti,Dallemore,kdallemoreff@netvibes.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":10},{""name"":""primeros auxilios"",""score"":2}]",-71.492228698067,-38.4427303847309
557,Alain,McLarty,amclartyfg@icq.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":6}]",-71.774215274604,-38.4659499232006
558,Weylin,Bouch,wbouchfh@gov.uk,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":9}]",-71.9439040767847,-38.4438100448785
559,Fitz,Volk,fvolkfi@go.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":9}]",-72.5700516262175,-38.0324525893541
560,Tomasine,Schowenburg,tschowenburgfj@tamu.edu,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":9},{""name"":""guantes"",""score"":3}]",-72.4251334958542,-37.9920075016452
561,Fredek,Penhale,fpenhalefk@uol.com.br,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":6}]",-72.0808756482811,-38.1707775195045
562,Mickie,Cullnean,mcullneanfl@hhs.gov,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2}]",-71.2697071243745,-38.2577722633467
563,Aylmar,Roseburgh,aroseburghfm@exblog.jp,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":1}]",-71.1574130062893,-38.4992119133514
564,Orelia,Beamand,obeamandfn@cornell.edu,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":6},{""name"":""primeros auxilios"",""score"":6}]",-70.9964914917913,-38.5418458326343
565,Allys,Lyman,alymanfo@intel.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":4}]",-72.8522427326311,-37.9175243738447
566,Ingram,Jostan,ijostanfp@techcrunch.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":9}]",-72.9138791155655,-38.0231777567085
567,Celina,Sowerby,csowerbyfq@salon.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":8}]",-72.9466333689092,-37.9449574905679
568,Albrecht,Petyakov,apetyakovfr@narod.ru,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":5}]",-73.2328463806674,-38.2884996935441
569,Skip,Wixey,swixeyfs@dailymail.co.uk,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":3},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":8},{""name"":""condicion fisica"",""score"":7},{""name"":""casco"",""score"":4}]",-73.0711053326467,-38.4078521591655
570,Tabby,Guillon,tguillonft@plala.or.jp,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":4}]",-73.0180323216564,-38.4024116141624
571,Jess,Eingerfield,jeingerfieldfu@msn.com,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":10},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":5},{""name"":""condicion fisica"",""score"":10},{""name"":""casco"",""score"":4}]",-73.0646357688993,-38.0770186041941
572,Davidson,Irlam,dirlamfv@google.de,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":4}]",-72.9153265803491,-38.0447449628253
573,Bondie,Longdon,blongdonfw@studiopress.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":8}]",-72.9731331220749,-38.0051532107991
574,Jaclyn,Bess,jbessfx@google.pl,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":1},{""name"":""guantes"",""score"":7},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":4}]",-72.6998044077551,-37.6961567892918
575,Booth,Menzies,bmenziesfy@stumbleupon.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":5},{""name"":""pala"",""score"":4},{""name"":""alta estatura"",""score"":7}]",-72.5069687626568,-37.6570553719623
576,Gottfried,Toft,gtoftfz@ox.ac.uk,Male,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":10},{""name"":""pala"",""score"":4}]",-72.5083012898389,-37.6645411939493
577,Aloin,Risbridge,arisbridgeg0@google.es,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":7}]",-72.6613719226322,-38.3449219480025
578,Guillemette,Emps,gempsg1@fotki.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":4}]",-72.5406272337041,-38.1610999389311
579,Gavan,Halliday,ghallidayg2@gnu.org,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":6},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":3},{""name"":""condicion fisica"",""score"":4},{""name"":""casco"",""score"":1}]",-72.8037237478902,-38.2301539050236
580,Karil,Castellanos,kcastellanosg3@china.com.cn,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":9},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":7}]",-72.013683025737,-38.352165557864
581,Colby,Mantione,cmantioneg4@adobe.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":8}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":8}]",-72.4167779027007,-38.3352476077288
582,Ofella,Klug,oklugg5@timesonline.co.uk,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":2},{""name"":""primeros auxilios"",""score"":7},{""name"":""condicion fisica"",""score"":2},{""name"":""casco"",""score"":2}]",-72.3083688990931,-38.1502949280926
583,Chloris,Chopin,cchoping6@merriam-webster.com,Female,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":3}]",-73.1704946231363,-41.4751331956629
584,Nicko,Kingsland,nkingslandg7@hatena.ne.jp,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":1},{""name"":""cuerda"",""score"":2}]",-72.6426337796088,-41.4999416676002
585,Vernor,Storms,vstormsg8@taobao.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":4},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1}]",-72.7180353515099,-41.4192562585285
586,Clerc,Pachmann,cpachmanng9@gov.uk,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":10}]",-73.1326651101138,-41.5954368733137
587,Brook,Cheyne,bcheynega@goo.ne.jp,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":10}]",-73.1122604341687,-41.6904369907227
588,Marga,Beven,mbevengb@ucoz.ru,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":2},{""name"":""alta estatura"",""score"":5}]",-73.4691288856209,-41.7646172997633
589,Colman,Maton,cmatongc@slashdot.org,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":3},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":1},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":5},{""name"":""primeros auxilios"",""score"":1},{""name"":""condicion fisica"",""score"":8}]",-71.8853736030973,-41.5222629959212
590,Kim,Gelland,kgellandgd@desdev.cn,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":5},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":6},{""name"":""condicion fisica"",""score"":10}]",-72.1571282181794,-41.5057252771164
591,Clio,De Blasio,cdeblasioge@mlb.com,Female,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":1},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":10}]",-72.0641023072622,-41.5181015597404
592,Amandie,Bibbie,abibbiegf@joomla.org,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":4}]",-73.404724389292,-41.1708524035012
593,Demetri,Lile,dlilegg@phpbb.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":4},{""name"":""guantes"",""score"":9}]",-73.5771165255137,-41.0583522506707
594,Onfroi,Bjorkan,objorkangh@reference.com,Male,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":1}]",-73.5436250797703,-41.3049688924192
595,Erie,Backler,ebacklergi@theglobeandmail.com,Male,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":5},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":1},{""name"":""pala"",""score"":10}]",-72.8860260819067,-41.1390770831073
596,La verne,Sinney,lsinneygj@webmd.com,Female,"[{""name"":""Fuerza"",""score"":7},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":7}]","[{""name"":""linterna"",""score"":3}]",-72.9501733490001,-41.0560919071992
597,Binny,Heeran,bheerangk@stumbleupon.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":6},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":3},{""name"":""cuerda"",""score"":10}]",-73.13473070842,-41.1433709702415
598,Dorrie,Baccup,dbaccupgl@xinhuanet.com,Female,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":8},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":7},{""name"":""guantes"",""score"":4}]",-73.3921898822758,-41.3327650018704
599,Oralie,Weinham,oweinhamgm@sakura.ne.jp,Female,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":8},{""name"":""pala"",""score"":5},{""name"":""alta estatura"",""score"":2},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":2}]",-73.5860855866939,-41.420069722804
600,Olwen,Gossington,ogossingtongn@goodreads.com,Female,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":1},{""name"":""Motivacion"",""score"":4},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":4},{""name"":""botas"",""score"":9},{""name"":""cuerda"",""score"":5}]",-73.7115241646013,-41.3939676631222
601,Correy,Brereton,cbreretongo@addtoany.com,Male,"[{""name"":""Fuerza"",""score"":2},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":9},{""name"":""primeros auxilios"",""score"":2},{""name"":""condicion fisica"",""score"":8},{""name"":""casco"",""score"":7}]",-73.2584606137999,-41.3085126785274
602,Betteann,MacTerrelly,bmacterrellygp@twitter.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":7},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":10}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":7}]",-73.2900077195282,-41.1587379454421
603,Justis,Bastistini,jbastistinigq@lycos.com,Male,"[{""name"":""Fuerza"",""score"":1},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":2},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":10},{""name"":""botas"",""score"":5},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":6},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":9}]",-73.0707620218482,-41.2419744257396
604,Gardiner,Brockie,gbrockiegr@statcounter.com,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":10},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":7},{""name"":""pala"",""score"":8}]",-73.5823984243079,-41.7503203603434
605,Jeno,Studart,jstudartgs@newyorker.com,Male,"[{""name"":""Fuerza"",""score"":10},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":5},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":6},{""name"":""botas"",""score"":2},{""name"":""cuerda"",""score"":3}]",-73.4292019110546,-41.6245238533404
606,Charmane,Kraft,ckraftgt@unesco.org,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":3},{""name"":""Conocimiento"",""score"":5}]","[{""name"":""linterna"",""score"":9},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":3},{""name"":""pala"",""score"":9},{""name"":""alta estatura"",""score"":8}]",-73.5764195400353,-41.7528833320152
607,Inga,Sickert,isickertgu@lulu.com,Female,"[{""name"":""Fuerza"",""score"":5},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":10},{""name"":""Motivacion"",""score"":7},{""name"":""Conocimiento"",""score"":3}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":2}]",-72.0804616330909,-41.3004113076975
608,Orrin,Shoulder,oshouldergv@comsenz.com,Male,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":9},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":6},{""name"":""Conocimiento"",""score"":2}]","[{""name"":""linterna"",""score"":2},{""name"":""botas"",""score"":6},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":8},{""name"":""alta estatura"",""score"":5},{""name"":""guantes"",""score"":8},{""name"":""primeros auxilios"",""score"":3}]",-72.3785837891063,-41.4199264595898
609,Burlie,Hebbron,bhebbrongw@123-reg.co.uk,Male,"[{""name"":""Fuerza"",""score"":4},{""name"":""Destreza"",""score"":5},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":3},{""name"":""botas"",""score"":10},{""name"":""cuerda"",""score"":6},{""name"":""pala"",""score"":1}]",-72.6481449520784,-41.1451418819701
610,Ag,Megany,ameganygx@yahoo.co.jp,Female,"[{""name"":""Fuerza"",""score"":6},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":7},{""name"":""Motivacion"",""score"":8},{""name"":""Conocimiento"",""score"":4}]","[{""name"":""linterna"",""score"":8},{""name"":""botas"",""score"":4},{""name"":""cuerda"",""score"":4},{""name"":""pala"",""score"":3},{""name"":""alta estatura"",""score"":6},{""name"":""guantes"",""score"":3},{""name"":""primeros auxilios"",""score"":2}]",-73.8147437286182,-42.4931258265486
611,Zondra,Bonnyson,zbonnysongy@comsenz.com,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":2},{""name"":""Liderazgo"",""score"":8},{""name"":""Motivacion"",""score"":2},{""name"":""Conocimiento"",""score"":9}]","[{""name"":""linterna"",""score"":1},{""name"":""botas"",""score"":8},{""name"":""cuerda"",""score"":2}]",-73.9102936063485,-42.4620454281651
612,Sheppard,Dallison,sdallisongz@hao123.com,Male,"[{""name"":""Fuerza"",""score"":8},{""name"":""Destreza"",""score"":1},{""name"":""Liderazgo"",""score"":9},{""name"":""Motivacion"",""score"":9},{""name"":""Conocimiento"",""score"":6}]","[{""name"":""linterna"",""score"":7},{""name"":""botas"",""score"":7},{""name"":""cuerda"",""score"":2},{""name"":""pala"",""score"":10},{""name"":""alta estatura"",""score"":8},{""name"":""guantes"",""score"":4},{""name"":""primeros auxilios"",""score"":8}]",-73.7445806729656,-42.5364728265226
613,Tamera,Meacher,tmeacherh0@desdev.cn,Female,"[{""name"":""Fuerza"",""score"":3},{""name"":""Destreza"",""score"":4},{""name"":""Liderazgo"",""score"":3},{""name"":""Motivacion"",""score"":10},{""name"":""Conocimiento"",""score"":1}]","[{""name"":""linterna"",""score"":10}]",-73.9961474696088,-42.1038769104679
